Data ID,ISIN,Coupon,Maturity,DZBK,BACR,GS,BAC,NRUC,PSEC,C,Amount Issued,Currency,USD,EUR,GBP,OTHER,S&P,Moody,Numerical S&P,Numerical Moody,Numerical Average,Match
EI855927 Corp,US38141ET588,5.25,11/15/2025,0,0,1,0,0,0,0,31376000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV438846 Corp,US38143C4Q15,4.1,8/15/2040,0,0,1,0,0,0,0,4955000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI456033 Corp,US38141E3S63,5,11/15/2030,0,0,1,0,0,0,0,25170000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI710633 Corp,US38141EW707,5.5,6/15/2033,0,0,1,0,0,0,0,7567000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ648601 Corp,US38143CCE93,4,5/15/2033,0,0,1,0,0,0,0,34179000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI336948 Corp,US38141E4T38,5,8/15/2022,0,0,1,0,0,0,0,28083000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV322247 Corp,US38143C4K45,3,7/15/2022,0,0,1,0,0,0,0,9239000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI577307 Corp,US38141E3B39,5.75,2/15/2038,0,0,1,0,0,0,0,12592000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI758189 Corp,US38141EW475,5.75,7/15/2041,0,0,1,0,0,0,0,17815000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI343494 Corp,US38141E4W66,5,8/15/2022,0,0,1,0,0,0,0,26066000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
QJ223550 Corp,US38143C5G24,4.25,10/15/2045,0,0,1,0,0,0,0,16626000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ305986 Corp,US38141EE887,4.75,8/15/2033,0,0,1,0,0,0,0,15489000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
QZ645242 Corp,US38145GAG55,2.35,11/15/2021,0,0,1,0,0,0,0,2250000000,USD,1,0,0,0,BBB+,WR,65,,65,Yes
JK150646 Corp,CH0311427675,0.55,9/9/2021,0,0,1,0,0,0,0,276397000,CHF,0,0,0,1,BBB+,A3 *+,65,,65,Yes
EI486042 Corp,US38141E2H18,5.25,12/15/2032,0,0,1,0,0,0,0,11106000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK272151 Corp,US38143CGD74,3.75,5/15/2026,0,0,1,0,0,0,0,1856000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI807202 Corp,US38141EU495,5.75,9/15/2041,0,0,1,0,0,0,0,19499000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ351646 Corp,US38141EG866,4.75,9/15/2037,0,0,1,0,0,0,0,16275000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ478853 Corp,US38143CAR25,4.25,12/15/2037,0,0,1,0,0,0,0,22249000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ600016 Corp,US38143CCA71,4.25,3/15/2033,0,0,1,0,0,0,0,13312000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK570820 Corp,US38143C2F77,4,11/15/2040,0,0,1,0,0,0,0,5568000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK399645 Corp,US38143CGV72,4.15,7/15/2039,0,0,1,0,0,0,0,7201000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ054674 Corp,US38141EN391,5,3/15/2026,0,0,1,0,0,0,0,15659000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ609947 Corp,US38143CCC38,4.25,4/15/2033,0,0,1,0,0,0,0,13354000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ817637 Corp,US38143CEA53,5,9/15/2033,0,0,1,0,0,0,0,19356000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI560018 Corp,US38141E2V02,5.5,2/15/2031,0,0,1,0,0,0,0,14729000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK749251 Corp,XS1190416278,1.5,2/20/2025,0,0,1,0,0,0,0,10253520,EUR,0,1,0,0,,A3 *+,,,,Yes
EI689793 Corp,US38141EX796,5.85,6/15/2041,0,0,1,0,0,0,0,19511000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI862985 Corp,US38141ET661,5.35,11/15/2031,0,0,1,0,0,0,0,10887000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ553346 Corp,US38143CBJ99,4.25,2/15/2038,0,0,1,0,0,0,0,17979000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ237319 Corp,US38141ED897,5.25,6/15/2033,0,0,1,0,0,0,0,26215000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI703359 Corp,US38141EW962,5.75,6/15/2040,0,0,1,0,0,0,0,16986000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI871241 Corp,US38141ES911,5.4,11/15/2031,0,0,1,0,0,0,0,6894000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ982778 Corp,US38143CEZ05,4.75,12/15/2038,0,0,1,0,0,0,0,5920000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI656341 Corp,US38141EZ445,5,5/15/2024,0,0,1,0,0,0,0,16127000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ733040 Corp,US38143CDL28,5.15,7/15/2038,0,0,1,0,0,0,0,21555000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK446890 Corp,US38143CHE49,4.15,8/15/2039,0,0,1,0,0,0,0,7905000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ853226 Corp,US38143CEG24,4.75,10/15/2033,0,0,1,0,0,0,0,14487000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EH158524 Corp,XS0340470490,6.875,1/18/2038,0,0,1,0,0,0,0,635440000,GBP,0,0,1,0,BBB-,Baa2,55,60,57.5,Yes
EJ571795 Corp,US38143CBS98,4.2,3/15/2038,0,0,1,0,0,0,0,7383000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK572055 Corp,XS1130058743,2.425,12/2/2021,0,0,1,0,0,0,0,210000000,USD,1,0,0,0,,A3 *+,,,,Yes
EJ667683 Corp,US38143CCN92,4,5/15/2033,0,0,1,0,0,0,0,26978000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ527264 Corp,US38143CAZ41,4.2,1/15/2038,0,0,1,0,0,0,0,18102000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ174785 Corp,US38141EQ360,5.15,5/15/2030,0,0,1,0,0,0,0,12080000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ333309 Corp,US38141EG379,4.5,8/15/2026,0,0,1,0,0,0,0,6640000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ333299 Corp,US38141EG296,4,8/15/2021,0,0,1,0,0,0,0,12921000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ416491 Corp,US38141EH773,3.5,11/15/2023,0,0,1,0,0,0,0,9437000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK994697 Corp,US38143C4J71,4.4,7/15/2045,0,0,1,0,0,0,0,8437000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ773380 Corp,US38143CDP32,4.7,8/15/2039,0,0,1,0,0,0,0,12028000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ297736 Corp,US38141EE473,5,8/15/2037,0,0,1,0,0,0,0,28464000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ429102 Corp,US38141EJ266,4.25,11/15/2030,0,0,1,0,0,0,0,18737000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK233534 Corp,US38143CFY21,4.25,5/15/2035,0,0,1,0,0,0,0,8639000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
AP717474 Corp,US38150A4W24,3,11/15/2026,0,0,1,0,0,0,0,836000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI764641 Corp,US38141EV972,5.75,8/15/2041,0,0,1,0,0,0,0,19037000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI901305 Corp,US38141EK652,5.5,12/15/2028,0,0,1,0,0,0,0,5310000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK423033 Corp,US38143CGZ86,3.4,8/15/2024,0,0,1,0,0,0,0,16697000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI680693 Corp,US38141E2E86,5.75,5/15/2039,0,0,1,0,0,0,0,24132000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI610700 Corp,US38141EZ288,6,3/15/2041,0,0,1,0,0,0,0,32150000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI276641 Corp,US38141E4M84,5.5,6/15/2021,0,0,1,0,0,0,0,4014000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK661880 Corp,US38143C2R16,3.5,12/15/2029,0,0,1,0,0,0,0,366000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK871992 Corp,US38143C3P41,3,4/15/2026,0,0,1,0,0,0,0,3345000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK884686 Corp,US38143C3S89,3.7,5/15/2043,0,0,1,0,0,0,0,3793000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI689797 Corp,US38141E2F51,5,6/15/2023,0,0,1,0,0,0,0,23883000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI470993 Corp,US38141E3X58,5,11/15/2025,0,0,1,0,0,0,0,15994000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV543276 Corp,US38143C4U27,4.1,8/15/2040,0,0,1,0,0,0,0,11512000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK541976 Corp,XS1113247784,2.7,11/12/2021,0,0,1,0,0,0,0,19300000,USD,1,0,0,0,,A3 *+,,,,Yes
EJ198533 Corp,US38141EQ519,5,5/15/2024,0,0,1,0,0,0,0,10935000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ934343 Corp,US38143CER88,4.85,11/15/2035,0,0,1,0,0,0,0,12148000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ699208 Corp,US38143CCV19,4,6/15/2031,0,0,1,0,0,0,0,3847000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
JK161102 Corp,US38143C5L19,4.25,2/15/2036,0,0,1,0,0,0,0,5316000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
LW153967 Corp,US38148TMT33,2.75,5/15/2024,0,0,1,0,0,0,0,2343000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ138855 Corp,US38141EN961,5,4/15/2023,0,0,1,0,0,0,0,12789000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ544075 Corp,US38143CBE03,4.3,2/15/2038,0,0,1,0,0,0,0,15056000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ826568 Corp,US38143CEC10,5,9/15/2038,0,0,1,0,0,0,0,18150000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK762929 Corp,US38143C3E93,3.75,2/15/2040,0,0,1,0,0,0,0,5587000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ210467 Corp,US38141EQ931,5.85,6/15/2032,0,0,1,0,0,0,0,33705000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK661886 Corp,US38143C2S98,4,12/15/2042,0,0,1,0,0,0,0,2301000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI350624 Corp,US38141E4Z97,5.25,8/15/2024,0,0,1,0,0,0,0,44120000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI663571 Corp,US38141EZ692,4.75,5/15/2022,0,0,1,0,0,0,0,10117000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ534655 Corp,US38143CBA80,4.25,2/15/2038,0,0,1,0,0,0,0,12624000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK145202 Corp,US38143CFW64,4.35,4/15/2034,0,0,1,0,0,0,0,7972000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EH494145 Corp,XS0347920208,7.125,8/7/2025,0,0,1,0,0,0,0,680610000,GBP,0,0,1,0,BBB+,A3 *+,65,,65,Yes
EJ572055 Corp,US38143CBR16,4.05,3/15/2032,0,0,1,0,0,0,0,12734000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI680565 Corp,US38141E2C21,4.85,5/15/2022,0,0,1,0,0,0,0,13527000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK311648 Corp,US38143CGL90,4.2,6/15/2039,0,0,1,0,0,0,0,4084000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ210492 Corp,US38141EQ857,5.5,6/15/2026,0,0,1,0,0,0,0,10022000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ908527 Corp,US38143CEK36,3.25,11/15/2021,0,0,1,0,0,0,0,4387000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ589875 Corp,US38143CBW01,4.3,3/15/2038,0,0,1,0,0,0,0,15108000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ220853 Corp,US38141ER434,5.25,6/15/2027,0,0,1,0,0,0,0,9670000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ648596 Corp,US38143CCD11,3.5,5/15/2028,0,0,1,0,0,0,0,4198000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ054774 Corp,US38141EN474,5.5,3/15/2039,0,0,1,0,0,0,0,13857000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI391636 Corp,US38141E3G26,5,9/15/2025,0,0,1,0,0,0,0,17784000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI871245 Corp,US38141ES838,5,11/15/2023,0,0,1,0,0,0,0,7794000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ045663 Corp,US38141EN219,5.5,3/15/2032,0,0,1,0,0,0,0,23404000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK926108 Corp,US38143C3Y57,4,5/15/2040,0,0,1,0,0,0,0,2670000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI771385 Corp,US38141EV634,5.5,8/15/2040,0,0,1,0,0,0,0,9066000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
AO813258 Corp,CH0379268672,0.5,12/4/2024,0,0,1,0,0,0,0,313005000,CHF,0,0,0,1,BBB+,A3 *+,65,,65,Yes
EJ323513 Corp,US38141EF876,4.5,8/15/2027,0,0,1,0,0,0,0,18663000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK423027 Corp,US38143CHA27,4.35,8/15/2043,0,0,1,0,0,0,0,10175000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ459513 Corp,US38143CAF86,3,12/15/2022,0,0,1,0,0,0,0,3334000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI589041 Corp,US38141EX952,6,3/15/2041,0,0,1,0,0,0,0,22541000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK825621 Corp,US38143C3N92,3.5,4/15/2038,0,0,1,0,0,0,0,2287000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EG054379 Corp,JP584110C6C8,2.45,12/28/2021,0,0,1,0,0,0,0,84124800,JPY,0,0,0,1,BBB+,A3 *+,65,,65,Yes
EI663575 Corp,US38141EZ858,5.7,5/15/2041,0,0,1,0,0,0,0,17554000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI792457 Corp,US38141EU560,5.5,9/15/2036,0,0,1,0,0,0,0,13062000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK058474 Corp,US38143CFJ53,4.35,2/15/2034,0,0,1,0,0,0,0,3277000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI463471 Corp,US38141E3V92,5.25,11/15/2033,0,0,1,0,0,0,0,19903000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ433321 Corp,US38141EJ597,4,11/15/2028,0,0,1,0,0,0,0,9458000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ767322 Corp,US38143CDJ71,4.5,8/15/2033,0,0,1,0,0,0,0,12919000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI551585 Corp,US38141E2R99,5,2/15/2023,0,0,1,0,0,0,0,27472000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ799463 Corp,US38143CDW82,4.5,8/15/2025,0,0,1,0,0,0,0,6551000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI496719 Corp,US38141E2L20,5.5,12/15/2037,0,0,1,0,0,0,0,8450000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI456029 Corp,US38141E3R80,4.5,11/15/2022,0,0,1,0,0,0,0,8865000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI697839 Corp,US38141EX531,5.25,6/15/2029,0,0,1,0,0,0,0,1869000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI270947 Corp,US38141E4J55,5.8,6/15/2022,0,0,1,0,0,0,0,6987000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI785011 Corp,US38141EU800,5,8/15/2025,0,0,1,0,0,0,0,18115000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV817815 Corp,US38141GVP61,2.75,9/15/2020,0,0,1,0,0,0,0,2000000000,USD,1,0,0,0,NR,WR,,,,Yes
EJ687395 Corp,US38143CCT62,4,5/15/2032,0,0,1,0,0,0,0,6195000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK272157 Corp,US38143CGE57,4.3,5/15/2036,0,0,1,0,0,0,0,9215000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK247513 Corp,US38143CFZ95,3.25,5/15/2022,0,0,1,0,0,0,0,3776000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK040010 Corp,US38143CFE66,4.5,1/15/2037,0,0,1,0,0,0,0,6835000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ015497 Corp,US38141EL981,5,2/15/2028,0,0,1,0,0,0,0,17185000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ470239 Corp,US38143CAL54,4,12/15/2030,0,0,1,0,0,0,0,8598000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI445085 Corp,US38141E3P25,4.75,10/15/2024,0,0,1,0,0,0,0,17547000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK233516 Corp,US38143CFX48,3,5/15/2021,0,0,1,0,0,0,0,8304000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ790419 Corp,US38143CDU27,4.75,8/15/2035,0,0,1,0,0,0,0,11058000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ045659 Corp,US38141EM971,4.75,3/15/2022,0,0,1,0,0,0,0,7060000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI551589 Corp,US38141E2S72,5.5,2/15/2035,0,0,1,0,0,0,0,13790000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ529388 Corp,XS0853554490,2.66,11/16/2022,0,0,1,0,0,0,0,12772700,EUR,0,1,0,0,,A3 *+,,,,Yes
EF540199 Corp,XS0260867287,5,7/20/2026,0,0,1,0,0,0,0,30750397.5,EUR,0,1,0,0,BBB+,A3 *+,65,,65,Yes
EJ817632 Corp,US38143CDZ14,4.25,9/15/2024,0,0,1,0,0,0,0,2844000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
QZ321648 Corp,US38143C6G15,2.5,9/15/2025,0,0,1,0,0,0,0,1297000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ487310 Corp,US38143CAT80,3,12/15/2022,0,0,1,0,0,0,0,4602000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI379407 Corp,US38141E5C93,5.1,8/15/2025,0,0,1,0,0,0,0,37617000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ676886 Corp,US38143CCR07,4.15,5/15/2041,0,0,1,0,0,0,0,16590000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ668079 Corp,XS0925752841,1,5/24/2021,0,0,1,0,0,0,0,836533484,JPY,0,0,0,1,BBB+,A3 *+,65,,65,Yes
EJ315312 Corp,US38141EF389,4.25,8/15/2025,0,0,1,0,0,0,0,5482000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV543275 Corp,US38143C4T53,3.2,8/15/2024,0,0,1,0,0,0,0,1711000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ724169 Corp,US38143CDE84,4.25,6/15/2030,0,0,1,0,0,0,0,1677000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ360763 Corp,US38141EH443,4.5,9/15/2030,0,0,1,0,0,0,0,28689000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK399639 Corp,US38143CGU99,3,7/15/2022,0,0,1,0,0,0,0,6121000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
JK203751 Corp,XS1365136644,1.3,2/17/2026,0,0,1,0,0,0,0,131321550,JPY,0,0,0,1,BBB-,Baa2,55,60,57.5,Yes
EI479451 Corp,US38141E4A47,5,12/15/2025,0,0,1,0,0,0,0,7835000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV878774 Corp,US38143C5C10,4,9/15/2038,0,0,1,0,0,0,0,8793000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI595163 Corp,US38141EY455,5.5,3/15/2034,0,0,1,0,0,0,0,8817000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ040375 Corp,US38141EM716,5.5,3/15/2032,0,0,1,0,0,0,0,16169000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
AL160807 Corp,XS1516268668,1.01,11/9/2026,0,0,1,0,0,0,0,237284000,JPY,0,0,0,1,BBB-,Baa2,55,60,57.5,Yes
EI710617 Corp,US38141EW624,5.75,6/15/2041,0,0,1,0,0,0,0,19223000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI263685 Corp,US38141E4F34,5.7,6/15/2022,0,0,1,0,0,0,0,7012000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI703375 Corp,US38141EX382,5.1,6/15/2024,0,0,1,0,0,0,0,21129000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ782801 Corp,US38143CDQ15,3.5,8/15/2021,0,0,1,0,0,0,0,4731000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI771381 Corp,US38141EV717,5,8/15/2027,0,0,1,0,0,0,0,6437000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ899102 Corp,US38143CEJ62,4.6,10/15/2033,0,0,1,0,0,0,0,17562000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI758562 Corp,XS0652801241,4.42,8/3/2021,0,0,1,0,0,0,0,10256640,HKD,0,0,0,1,BBB+,A3 *+,65,,65,Yes
AM946215 Corp,US38150A2S30,3,3/15/2024,0,0,1,0,0,0,0,1703000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ527269 Corp,US38143CAY75,4,1/15/2031,0,0,1,0,0,0,0,6591000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ658102 Corp,US38143CCK53,4,5/15/2033,0,0,1,0,0,0,0,23195000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK093820 Corp,US38143CFQ96,4.5,3/15/2039,0,0,1,0,0,0,0,6633000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI496715 Corp,US38141E2K47,5,12/15/2023,0,0,1,0,0,0,0,6391000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI862977 Corp,US38141ET331,5,11/15/2024,0,0,1,0,0,0,0,12140000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK584273 Corp,US38143C2G50,3,11/15/2022,0,0,1,0,0,0,0,4239000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI405674 Corp,US38141E3N76,5,9/15/2025,0,0,1,0,0,0,0,18868000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK825597 Corp,US38143C3M10,3,4/15/2026,0,0,1,0,0,0,0,1285000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ723924 Corp,US38143CDF59,4.65,6/15/2042,0,0,1,0,0,0,0,6285000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK482464 Corp,US38143CHR51,4,9/15/2036,0,0,1,0,0,0,0,3529000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI385436 Corp,US38141E3D94,5.1,9/15/2025,0,0,1,0,0,0,0,26364000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI559998 Corp,US38141E2U29,5.1,2/15/2024,0,0,1,0,0,0,0,11129000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI907217 Corp,US38141EK991,5.75,12/15/2030,0,0,1,0,0,0,0,8041000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK457860 Corp,US38143CHG96,4,9/15/2037,0,0,1,0,0,0,0,5581000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ958933 Corp,US38143CEV90,4.65,12/15/2033,0,0,1,0,0,0,0,4932000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
UV648637 Corp,US38143C4W82,4.2,9/15/2045,0,0,1,0,0,0,0,7607000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ767317 Corp,US38143CDH16,4,8/15/2026,0,0,1,0,0,0,0,3124000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ028059 Corp,US38141EM302,5,2/15/2026,0,0,1,0,0,0,0,11516000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK324847 Corp,US38143CGN56,4.25,6/15/2041,0,0,1,0,0,0,0,4105000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EJ076158 Corp,US38141EN706,5.25,3/15/2026,0,0,1,0,0,0,0,20750000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI512957 Corp,US38141E2P34,5.5,12/15/2040,0,0,1,0,0,0,0,6596000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI703363 Corp,US38141EX200,5.5,6/15/2032,0,0,1,0,0,0,0,6311000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EI577271 Corp,US38141E3A55,5.25,2/15/2026,0,0,1,0,0,0,0,6947000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK408057 Corp,XS1092948618,1,8/6/2024,0,0,1,0,0,0,0,97359100,JPY,0,0,0,1,,A3 *+,,,,Yes
EK722168 Corp,US38143C2Y66,3.5,2/15/2038,0,0,1,0,0,0,0,3408000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
EK636098 Corp,US38143C2N02,4,12/15/2040,0,0,1,0,0,0,0,6356000,USD,1,0,0,0,BBB+,A3 *+,65,,65,Yes
