Data ID,ISIN,Coupon,Maturity,DZBK,BACR,GS,BAC,NRUC,PSEC,C,Amount Issued,Currency,USD,EUR,GBP,OTHER,S&P,Moody,Numerical S&P,Numerical Moody,Numerical Average,Match
EK270393 Corp,US06739FHV67,3.75,5/15/2024,0,1,0,0,0,0,0,2250000000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK077296 Corp,XS1035751764,2.125,2/24/2021,0,1,0,0,0,0,0,1717062500,EUR,0,1,0,0,A,A1,75,80,77.5,Yes
EC423093 Corp,XS0046132014,9,#N/A Field Not Applicable,0,1,0,0,0,0,0,147650000,GBP,0,0,1,0,BB+,Ba1,50,50,50,Yes
EK309098 Corp,XS1075218799,2.25,6/10/2024,0,1,0,0,0,0,0,1354580000,EUR,0,1,0,0,A,A1,75,80,77.5,Yes
EH864667 Corp,US06739FFU03,10.179,6/12/2021,0,1,0,0,0,0,0,1520842000,USD,1,0,0,0,BBB-,Baa3,55,55,55,Yes
EK168040 Corp,IT0006729377,2.8,6/20/2024,0,1,0,0,0,0,0,690935000,EUR,0,1,0,0,A,NR,75,,75,Yes
EJ015349 Corp,US06738JZC16,4,2/16/2024,0,1,0,0,0,0,0,1001000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI228396 Corp,US06738JAZ75,5,4/28/2023,0,1,0,0,0,0,0,2118000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ101880 Corp,US06741RAL50,4.25,3/29/2025,0,1,0,0,0,0,0,2066000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI249444 Corp,US06738JC287,5,5/20/2023,0,1,0,0,0,0,0,2671000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EH937089 Corp,XS0446381930,5.75,8/17/2021,0,1,0,0,0,0,0,1225177500,GBP,0,0,1,0,A,A1,75,80,77.5,Yes
EI335859 Corp,US06738JGV08,4.25,8/5/2022,0,1,0,0,0,0,0,546000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI276213 Corp,US06738JES96,5.375,6/17/2023,0,1,0,0,0,0,0,2410000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ287769 Corp,US06741RCZ29,3.25,7/26/2024,0,1,0,0,0,0,0,1452000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI391172 Corp,US06738JKW35,4,9/10/2021,0,1,0,0,0,0,0,640000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI575754 Corp,US06738JE754,5,2/25/2026,0,1,0,0,0,0,0,1655000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ515342 Corp,US06741RFM88,3,1/24/2025,0,1,0,0,0,0,0,1793000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ101836 Corp,US06741RAK77,4,3/29/2022,0,1,0,0,0,0,0,2124000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI350108 Corp,US06738JCC62,4.3,8/19/2024,0,1,0,0,0,0,0,730000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ732770 Corp,US06741RHH75,3,7/5/2023,0,1,0,0,0,0,0,205000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI680545 Corp,US06738JQQ03,4.5,5/26/2031,0,1,0,0,0,0,0,1628000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EC181877 Corp,XS0102307724,6.33,9/23/2032,0,1,0,0,0,0,0,99884450,GBP,0,0,1,0,BBB-,Baa3,55,55,55,Yes
EI914581 Corp,US06738JXZ29,4.75,12/30/2023,0,1,0,0,0,0,0,585000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ053629 Corp,US06741RAA95,4,3/15/2024,0,1,0,0,0,0,0,1309000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ359267 Corp,US06741REC16,3,9/20/2024,0,1,0,0,0,0,0,277000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI663299 Corp,US06738JQ642,4.25,5/12/2025,0,1,0,0,0,0,0,225000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ134180 Corp,US06741RBC43,4,4/26/2024,0,1,0,0,0,0,0,1562000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
TT329217 Corp,XS0068009637,9.5,8/7/2021,0,1,0,0,0,0,0,308700000,GBP,0,0,1,0,,Baa3,,55,55,Yes
EJ678168 Corp,US06741RHB06,2.85,5/23/2028,0,1,0,0,0,0,0,181000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK351131 Corp,XS1056897058,4,7/2/2029,0,1,0,0,0,0,0,80000000,USD,1,0,0,0,A,,75,,75,Yes
AN022019 Corp,XS1533270416,7.13,4/26/2024,0,1,0,0,0,0,0,8401600,MXN,0,0,0,1,,,,,,Yes
EJ527174 Corp,US06741RFP10,3,2/5/2027,0,1,0,0,0,0,0,706000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI329807 Corp,US06738JEP57,4.5,7/28/2025,0,1,0,0,0,0,0,1117000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI309753 Corp,US06738JGA60,5,7/9/2023,0,1,0,0,0,0,0,5530000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI303543 Corp,US06738JDG67,5.25,7/1/2023,0,1,0,0,0,0,0,4107000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK325436 Corp,JP582651CE66,0.749,6/24/2021,0,1,0,0,0,0,0,68557860,JPY,0,0,0,1,A,A1,75,80,77.5,Yes
EI470345 Corp,US06738J2V51,4,11/26/2022,0,1,0,0,0,0,0,962000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI710201 Corp,US06738JRP11,3.5,6/23/2021,0,1,0,0,0,0,0,158000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ486150 Corp,XS0889105168,0.5,4/24/2023,0,1,0,0,0,0,0,24835113,MXN,0,0,0,1,,NR,,,,Yes
EI429128 Corp,US06739GBP37,5.14,10/14/2020,0,1,0,0,0,0,0,1250000000,USD,1,0,0,0,NR,WR,,,,Yes
EI964563 Corp,US06738JYS76,4.5,1/26/2029,0,1,0,0,0,0,0,1041000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
AN628237 Corp,US06741VVS86,3,6/14/2023,0,1,0,0,0,0,0,6000000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
TT316263 Corp,GB0000870369,9,#N/A Field Not Applicable,0,1,0,0,0,0,0,153190000,GBP,0,0,1,0,BB+,Ba1,50,50,50,Yes
EJ570774 Corp,US06741RFX44,3.1,3/5/2027,0,1,0,0,0,0,0,406000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ027779 Corp,US06738JZL15,4,2/24/2025,0,1,0,0,0,0,0,840000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ609992 Corp,US06741RGH84,3.1,4/4/2028,0,1,0,0,0,0,0,212000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI322545 Corp,US06738JLU69,4.75,7/22/2025,0,1,0,0,0,0,0,2148000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ323253 Corp,US06741RDP38,3.2,8/23/2022,0,1,0,0,0,0,0,561000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ687120 Corp,US06741RHC88,2.9,5/31/2028,0,1,0,0,0,0,0,217000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI663343 Corp,US06738JQ725,4.5,5/12/2031,0,1,0,0,0,0,0,170000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ714675 Corp,US06741RHF10,3,6/20/2028,0,1,0,0,0,0,0,496000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ486180 Corp,XS0833690786,1.863,12/21/2021,0,1,0,0,0,0,0,244943400,EUR,0,1,0,0,,,,,,Yes
EI617846 Corp,US06738JN425,4.5,3/31/2024,0,1,0,0,0,0,0,339000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI663331 Corp,US06738JQ568,4,5/12/2022,0,1,0,0,0,0,0,410000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI729657 Corp,US06738JSA33,4.25,7/8/2028,0,1,0,0,0,0,0,146000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ304515 Corp,US06741RDF55,3.1,8/9/2022,0,1,0,0,0,0,0,222000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ313406 Corp,US06741RDK41,3.15,8/16/2022,0,1,0,0,0,0,0,107000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI270615 Corp,US06738JDT88,5.25,6/10/2023,0,1,0,0,0,0,0,1752000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ648591 Corp,US06741RGT23,2.5,5/2/2025,0,1,0,0,0,0,0,176000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI952697 Corp,US06738JYM07,4.5,1/20/2027,0,1,0,0,0,0,0,1500000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ071601 Corp,US06741RAF82,3.75,3/22/2022,0,1,0,0,0,0,0,510000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI964547 Corp,US06738JYR93,4,1/26/2022,0,1,0,0,0,0,0,1345000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI755625 Corp,US06738JSX36,3.85,7/28/2022,0,1,0,0,0,0,0,45000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ006555 Corp,US06738JZ726,4,2/9/2027,0,1,0,0,0,0,0,265000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI594655 Corp,US06738JH310,4.65,3/10/2026,0,1,0,0,0,0,0,,USD,1,0,0,0,,,,,,Yes
EI510533 Corp,US06738J4U50,4.5,12/23/2020,0,1,0,0,0,0,0,1721000,USD,1,0,0,0,NR,WR,,,,Yes
EI644864 Corp,CA06739ZCQ87,5.125,4/21/2021,0,1,0,0,0,0,0,10502000,CAD,0,0,0,1,A,,75,,75,Yes
EI588469 Corp,US06738JF827,4.5,3/3/2021,0,1,0,0,0,0,0,863000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI681405 Corp,US06738JQP20,4.25,5/26/2026,0,1,0,0,0,0,0,410000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ589865 Corp,US06741RGB15,3.25,3/21/2028,0,1,0,0,0,0,0,980000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI998353 Corp,US06738JYZ10,4.5,2/2/2027,0,1,0,0,0,0,0,1055000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ323258 Corp,US06741RDQ11,3.35,8/23/2024,0,1,0,0,0,0,0,2544000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI559214 Corp,US06738JC691,4.5,2/10/2021,0,1,0,0,0,0,0,603000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI771045 Corp,US06738JTK06,4.35,8/11/2028,0,1,0,0,0,0,0,139000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ127643 Corp,US06741RAZ47,3.8,4/19/2024,0,1,0,0,0,0,0,230000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI335843 Corp,US06738JHB35,4.5,8/5/2026,0,1,0,0,0,0,0,1096000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI559230 Corp,US06738JC774,4.75,2/10/2024,0,1,0,0,0,0,0,116000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI862769 Corp,US06738JWC43,4,11/10/2023,0,1,0,0,0,0,0,61000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK868302 Corp,XS1199672012,0.875,4/24/2025,0,1,0,0,0,0,0,54263000,EUR,0,1,0,0,,,,,,Yes
EI854459 Corp,US06738JW590,4.25,11/3/2021,0,1,0,0,0,0,0,320000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI764117 Corp,US06738JTA24,4.25,8/4/2026,0,1,0,0,0,0,0,20000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ277388 Corp,US06741RCW97,3.15,7/19/2022,0,1,0,0,0,0,0,869000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ144660 Corp,US06741RBG56,3.8,5/3/2022,0,1,0,0,0,0,0,460000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI426190 Corp,US06738JGY47,4,10/15/2026,0,1,0,0,0,0,0,486000,USD,1,0,0,0,A,WR,75,,75,Yes
EJ296675 Corp,US06741RDB42,3.05,8/2/2022,0,1,0,0,0,0,0,126000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ287764 Corp,US06741RCY53,3.1,7/26/2022,0,1,0,0,0,0,0,516000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ648571 Corp,US06741RGU95,2.75,5/2/2028,0,1,0,0,0,0,0,60000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI567576 Corp,US06738JDA97,5,2/17/2026,0,1,0,0,0,0,0,378000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI832939 Corp,US06738JVB78,4,10/14/2022,0,1,0,0,0,0,0,185000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI764121 Corp,US06738JT950,4,8/4/2022,0,1,0,0,0,0,0,123000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ697917 Corp,US06741RHD61,2.95,6/6/2028,0,1,0,0,0,0,0,239000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI575774 Corp,US06738JE671,4.75,2/25/2021,0,1,0,0,0,0,0,3955000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ378958 Corp,US06741REJ68,3,10/4/2026,0,1,0,0,0,0,0,498000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI510553 Corp,US06738J4V34,4.75,12/23/2024,0,1,0,0,0,0,0,169000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK325448 Corp,JP582651DE65,1.083,6/24/2024,0,1,0,0,0,0,0,117527760,JPY,0,0,0,1,A,A1,75,80,77.5,Yes
EH414856 Corp,XS0371107011,5.5,6/19/2023,0,1,0,0,0,0,0,131886000,EUR,0,1,0,0,,A1,,80,80,Yes
EI236346 Corp,US06738JBH68,5,5/5/2023,0,1,0,0,0,0,0,1775000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI671697 Corp,US06738JQE72,4,5/19/2023,0,1,0,0,0,0,0,449000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI736882 Corp,US06738JSB16,4.25,7/14/2021,0,1,0,0,0,0,0,1742000,USD,1,0,0,0,NR,WR,,,,Yes
EI722125 Corp,US06738JS390,4,6/30/2026,0,1,0,0,0,0,0,,USD,1,0,0,0,NR,NR,,,,Yes
EI455957 Corp,US06738JFF66,4,11/12/2025,0,1,0,0,0,0,0,121000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ425099 Corp,US06741REV96,2.7,11/8/2024,0,1,0,0,0,0,0,415000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI342994 Corp,US06738JKV51,4.25,8/12/2023,0,1,0,0,0,0,0,1757000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI689397 Corp,US06738JQX53,4,6/3/2025,0,1,0,0,0,0,0,213000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ174595 Corp,US06741RBQ39,3.6,5/17/2022,0,1,0,0,0,0,0,186000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK593411 Corp,XS1113648429,2.55,11/18/2024,0,1,0,0,0,0,0,5803373.13,GBP,0,0,1,0,,NR,,,,Yes
EI550144 Corp,US06738JB297,4.5,2/3/2021,0,1,0,0,0,0,0,1189000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ772415 Corp,XS0934689372,5.43,8/6/2028,0,1,0,0,0,0,0,8983600,AUD,0,0,0,1,,,,,,Yes
EI806718 Corp,US06738JUH57,4,9/15/2023,0,1,0,0,0,0,0,995000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EF642433 Corp,XS0265545607,4.66,9/1/2021,0,1,0,0,0,0,0,78948000,NOK,0,0,0,1,,A1,,80,80,Yes
AL700514 Corp,US06741VFJ61,3.05,12/28/2023,0,1,0,0,0,0,0,5500000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ109620 Corp,US06741RAQ48,3.7,4/5/2021,0,1,0,0,0,0,0,180000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ451651 Corp,US06741RFB24,2.25,11/29/2022,0,1,0,0,0,0,0,30000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI567612 Corp,US06738JD921,4.75,2/17/2022,0,1,0,0,0,0,0,102000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI847874 Corp,US06738JVT86,4.5,10/27/2023,0,1,0,0,0,0,0,526000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ639579 Corp,US06741RGS40,2.5,4/25/2024,0,1,0,0,0,0,0,512000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ724674 Corp,US06741RHG92,3.05,6/27/2028,0,1,0,0,0,0,0,30000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ071701 Corp,US06741RAG65,4,3/22/2024,0,1,0,0,0,0,0,1457000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ222080 Corp,XS0614641313,4.57,6/1/2022,0,1,0,0,0,0,0,37152300,EUR,0,1,0,0,,NR,,,,Yes
EI242949 Corp,US06738JBN37,5,5/13/2023,0,1,0,0,0,0,0,1988000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ505551 Corp,US06741RFJ59,3,1/17/2025,0,1,0,0,0,0,0,631000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ368558 Corp,US06741REF47,3,9/27/2025,0,1,0,0,0,0,0,1227000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ553101 Corp,US06741RFT32,3.05,2/21/2025,0,1,0,0,0,0,0,225000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI316668 Corp,US06738JKA15,4.75,7/15/2023,0,1,0,0,0,0,0,764000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI283631 Corp,US06738JFM18,5.375,6/24/2023,0,1,0,0,0,0,0,2780000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI399012 Corp,US06738JNJ96,4,9/16/2022,0,1,0,0,0,0,0,183000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI434858 Corp,US06738JJS42,3.65,10/21/2023,0,1,0,0,0,0,0,133000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI449533 Corp,US06738JLM44,4,11/4/2025,0,1,0,0,0,0,0,110000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ543970 Corp,US06741RFR75,3,2/14/2025,0,1,0,0,0,0,0,411000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI710213 Corp,US06738JRQ93,4,6/23/2026,0,1,0,0,0,0,0,321000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI625673 Corp,US06738JNQ30,4.5,4/7/2023,0,1,0,0,0,0,0,521000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ599921 Corp,US06741RGE53,3,3/28/2025,0,1,0,0,0,0,0,595000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI812807 Corp,US06738JUP73,4,9/22/2023,0,1,0,0,0,0,0,306000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI633302 Corp,US06738JP321,4.5,4/14/2024,0,1,0,0,0,0,0,71000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI670933 Corp,US06738JQF48,4.25,5/19/2026,0,1,0,0,0,0,0,,USD,1,0,0,0,NR,,,,,Yes
EI737094 Corp,US06738JSJ42,4.25,7/14/2025,0,1,0,0,0,0,0,191000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ359182 Corp,US06741REB33,2.75,9/20/2022,0,1,0,0,0,0,0,25000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ338918 Corp,XS0784155847,6.58,8/30/2022,0,1,0,0,0,0,0,12351600,AUD,0,0,0,1,,,,,,Yes
EI542971 Corp,US06738J7H13,4.4,1/27/2021,0,1,0,0,0,0,0,898000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI602876 Corp,US06738JJ621,4.5,3/17/2022,0,1,0,0,0,0,0,331000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI729717 Corp,US06738JS960,3.75,7/8/2022,0,1,0,0,0,0,0,10000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ705697 Corp,US06741RHE45,3,6/13/2028,0,1,0,0,0,0,0,199000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI649845 Corp,US06738JPJ78,4.3,4/28/2023,0,1,0,0,0,0,0,84000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI747079 Corp,US06738JSQ84,4,7/21/2023,0,1,0,0,0,0,0,171000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI722129 Corp,US06738JS218,3.6,6/30/2022,0,1,0,0,0,0,0,179000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ524183 Corp,XS0856123871,0.5,1/28/2033,0,1,0,0,0,0,0,70679880,MXN,0,0,0,1,,NR,,,,Yes
EI657859 Corp,XS0602843772,0.5,6/2/2021,0,1,0,0,0,0,0,28204155,TRY,0,0,0,1,,NR,,,,Yes
AP237524 Corp,XS1620560695,11,9/28/2020,0,1,0,0,0,0,0,67421520,TRY,0,0,0,1,NR,WR,,,,Yes
EJ112296 Corp,XS0743081472,0.6,4/12/2027,0,1,0,0,0,0,0,2471800,JPY,0,0,0,1,,,,,,Yes
AO347160 Corp,XS1583503435,0.5,7/26/2027,0,1,0,0,0,0,0,891627,JPY,0,0,0,1,,,,,,Yes
EI527861 Corp,US06738J6C35,4.35,1/13/2021,0,1,0,0,0,0,0,865000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ596086 Corp,XS0881350242,0.5,3/13/2023,0,1,0,0,0,0,0,19480500,RUB,0,0,0,1,,NR,,,,Yes
EI649849 Corp,US06738JPK42,4.5,4/28/2026,0,1,0,0,0,0,0,111000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI689493 Corp,US06738JQW70,3.75,6/3/2021,0,1,0,0,0,0,0,74000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI924478 Corp,US06738JY810,4.75,1/6/2025,0,1,0,0,0,0,0,195000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI906825 Corp,US06738JXR03,4.5,12/22/2021,0,1,0,0,0,0,0,233000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI380428 Corp,XS0536189284,4.1,8/25/2025,0,1,0,0,0,0,0,37995300,EUR,0,1,0,0,,NR,,,,Yes
EI689457 Corp,US06738JQY37,4.25,6/3/2036,0,1,0,0,0,0,0,,USD,1,0,0,0,NR,A1,,80,80,Yes
EJ598356 Corp,XS0881399686,0.5,3/26/2021,0,1,0,0,0,0,0,7690668,MXN,0,0,0,1,,NR,,,,Yes
LW060962 Corp,XS1349114097,4.2,5/23/2036,0,1,0,0,0,0,0,10822950,AUD,0,0,0,1,A,NR,75,,75,Yes
EI288832 Corp,IT0006715426,4.6,6/16/2022,0,1,0,0,0,0,0,123139000,EUR,0,1,0,0,,,,,,Yes
EI534684 Corp,US06738J6P48,4.35,1/21/2021,0,1,0,0,0,0,0,1241000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI886360 Corp,US06738JX663,4.75,12/1/2026,0,1,0,0,0,0,0,,USD,1,0,0,0,NR,A1,,80,80,Yes
AO339083 Corp,XS1583495582,0.51,7/28/2027,0,1,0,0,0,0,0,898347,JPY,0,0,0,1,,,,,,Yes
EJ333004 Corp,US06741RDT59,3.5,8/30/2024,0,1,0,0,0,0,0,736000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ332969 Corp,US06741RDS76,3.35,8/30/2022,0,1,0,0,0,0,0,707000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
AP269981 Corp,XS1620577152,0.4,10/12/2027,0,1,0,0,0,0,0,890123,JPY,0,0,0,1,,,,,,Yes
EI386950 Corp,US06740PHR01,3.59231,9/1/2025,0,1,0,0,0,0,0,1000800,USD,1,0,0,0,,A1,,80,80,Yes
AP655682 Corp,XS1641350399,0.52,11/2/2027,0,1,0,0,0,0,0,876539,JPY,0,0,0,1,,,,,,Yes
EJ515337 Corp,US06741RFL06,2.75,1/25/2023,0,1,0,0,0,0,0,350000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ529533 Corp,XS0573755583,3.35,1/19/2021,0,1,0,0,0,0,0,3005700,AUD,0,0,0,1,,,,,,Yes
EJ657752 Corp,US06741RGY18,2.75,5/9/2028,0,1,0,0,0,0,0,301000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI617838 Corp,US06738JN342,4.35,3/31/2021,0,1,0,0,0,0,0,497000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EK388699 Corp,XS1056933200,1.91,7/31/2024,0,1,0,0,0,0,0,10199751,EUR,0,1,0,0,,NR,,,,Yes
EI938015 Corp,US06738JYD08,4.5,1/12/2024,0,1,0,0,0,0,0,547000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI449353 Corp,US06738JKZ65,3.75,11/4/2022,0,1,0,0,0,0,0,46000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ351286 Corp,US06741RDZ10,3.25,9/13/2024,0,1,0,0,0,0,0,486000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI404523 Corp,US06738JED28,4,9/23/2021,0,1,0,0,0,0,0,545000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI914585 Corp,US06738JXY53,4.5,12/30/2021,0,1,0,0,0,0,0,572000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI255998 Corp,US06738JBY91,5.25,5/27/2023,0,1,0,0,0,0,0,2898000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EJ416353 Corp,US06741RES67,2.7,11/1/2024,0,1,0,0,0,0,0,258000,USD,1,0,0,0,A,A1,75,80,77.5,Yes
EI758001 Corp,US06738KNM98,2.91173,8/2/2021,0,1,0,0,0,0,0,10400,USD,1,0,0,0,,,,,,Yes
EI621132 Corp,US06738KDN81,0.50438,4/1/2021,0,1,0,0,0,0,0,11700,USD,1,0,0,0,,,,,,Yes
EI621180 Corp,US06738KDR95,3.1139,4/1/2021,0,1,0,0,0,0,0,10300,USD,1,0,0,0,,,,,,Yes
EI653025 Corp,US06738KGQ85,2.91173,5/4/2021,0,1,0,0,0,0,0,10400,USD,1,0,0,0,,,,,,Yes
EI723762 Corp,US06738KLM17,2.51533,7/1/2021,0,1,0,0,0,0,0,10600,USD,1,0,0,0,,,,,,Yes
EI688925 Corp,US06738KJK88,2.51533,6/1/2021,0,1,0,0,0,0,0,10600,USD,1,0,0,0,,,,,,Yes
EI585273 Corp,US06738KBM27,3.1139,3/1/2021,0,1,0,0,0,0,0,10300,USD,1,0,0,0,,,,,,Yes
EI585313 Corp,US06738KBJ97,0.85043,3/1/2021,0,1,0,0,0,0,0,11500,USD,1,0,0,0,,,,,,Yes
EI757989 Corp,US06738KNL16,0.50438,8/2/2021,0,1,0,0,0,0,0,11700,USD,1,0,0,0,,,,,,Yes
EI822497 Corp,US06738KUG48,1.02653,10/1/2021,0,1,0,0,0,0,0,11400,USD,1,0,0,0,,,,,,Yes
EI822469 Corp,US06738KUJ86,3.1139,10/1/2021,0,1,0,0,0,0,0,10300,USD,1,0,0,0,,,,,,Yes
AQ125271 Corp,XS1658345779,11.9,12/24/2021,0,1,0,0,0,0,0,3047822,TRY,0,0,0,1,,,,,,Yes
